objID,uniquePspsP2id,detectID,ippObjID,ippDetectID,filterID,surveyID,imageID,randomDetID,dvoRegionID,obsTime,xPos,yPos,xPosErr,yPosErr,pltScale,posAngle,ra,dec,raErr,decErr,extNSigma,zp,telluricExt,expTime,airMass,psfFlux,psfFluxErr,psfMajorFWHM,psfMinorFWHM,psfTheta,psfCore,psfQf,psfQfPerfect,psfChiSq,psfLikelihood,momentXX,momentXY,momentYY,momentR1,momentRH,momentM3C,momentM3S,momentM4C,momentM4S,apFlux,apFluxErr,apFillF,apRadius,kronFlux,kronFluxErr,kronRad,sky,skyErr,infoFlag,infoFlag2,infoFlag3,processingVersion,distance
136262977267614507,3177220550033653,212726530550033652,190254166456444,33652,4,0,53926855,0.354935237537078,44297,56228.2654784,3694.169921875,4462.39990234375,0.23384200036525726,0.23384200036525726,-0.2563210129737854,-33.98040008544922,297.72670044,23.55339301,0.0599386990070343,0.0599386990070343,-1.4180599451065063,24.23699951171875,-0.047995999455451965,30.0,1.231369972229004,2.923139982158318e-05,3.2126999940373935e-06,1.1079000234603882,0.9459559917449951,-46.392799377441406,-0.20726199448108673,0.9977880120277405,0.9977880120277405,1.1490299701690674,-0.1561720073223114,0.11077000200748444,-0.023952199146151543,0.10831599682569504,-999.0,0.702538013458252,-0.07581809908151627,-0.014302900061011314,0.015497099608182907,0.006442700047045946,1.7873400793178007e-05,6.920889745742898e-07,0.8455110192298889,2.050570011138916,-999.0,-999.0,-999.0,0.00011095600348198786,7.182699846453033e-06,35651585,0,3180608,3,0.0017573140088472895
136262977267614507,3199172420024416,168429090420024415,190254166456444,24415,4,0,37509942,0.385704780356684,44297,55785.291086,418.1940002441406,760.9450073242188,0.3716779947280884,0.3716779947280884,-0.25670599937438965,164.13600158691406,297.72679595,23.55338888,0.09541189670562744,0.09541189670562744,-6.759280204772949,24.26259994506836,-0.011509999632835388,30.0,1.1208499670028687,2.341129948035814e-05,4.089679805474589e-06,1.181939959526062,0.990136981010437,23.232999801635742,0.2376669943332672,0.9975969791412354,0.9975969791412354,1.5239200592041016,-1.3867599776840045e-11,0.061813101172447205,0.043453801423311234,0.09079000353813171,-999.0,-1.6283400058746338,0.003366909921169281,0.03527769818902016,-0.006826519966125488,-0.015555200167000294,-7.415880190819735e-06,4.207340111861413e-07,0.8817179799079895,2.5670599937438965,-999.0,-999.0,-999.0,0.00015440399874933064,8.336050086654723e-06,35651585,0,1050688,3,0.0017573140088472895
136262977267614507,3199246420027952,168430285420027951,190254166456444,27951,4,0,37512242,0.0732895928186268,44297,55785.3030369,418.16900634765625,761.1710205078125,0.41276299953460693,0.41276299953460693,-0.25672298669815063,164.13699340820312,297.72673102,23.55335741,0.1059660017490387,0.1059660017490387,-999.0,24.202299118041992,-0.07289600372314453,30.0,1.0855300426483154,2.206089993705973e-05,4.279780114302412e-06,1.053339958190918,0.8929259777069092,33.51300048828125,0.12639300525188446,0.9971820116043091,0.9971820116043091,1.4139200448989868,-999.0,0.06484810262918472,0.03315870091319084,0.052193500101566315,-999.0,0.8644539713859558,-0.012928999960422516,0.04389199987053871,-0.011408199556171894,-0.04023690149188042,-1.0344099791836925e-05,5.10876986936637e-07,0.8724049925804138,2.3105099201202393,-999.0,-999.0,-999.0,0.00020987499738112092,1.0542399650148582e-05,35651585,0,1050688,3,0.0017573140088472895
136262977267614507,3201962140019883,165948793140019882,190254166456444,19882,3,0,36436514,0.909336361949645,44297,55760.4882117,3192.929931640625,3581.77001953125,0.3357509970664978,0.3357509970664978,-0.25625699758529663,144.36900329589844,297.72673966,23.55340865,0.08603859692811966,0.08603859692811966,11.846699714660645,24.59709930419922,-0.05068400129675865,45.0,1.043220043182373,1.1796099897765089e-05,1.8614499595059897e-06,1.07492995262146,1.016469955444336,-18.280799865722656,0.10890500247478485,0.9978049993515015,0.9978049993515015,1.7032999992370605,2.2376500342637856e-32,0.06789089739322662,0.01221069972962141,0.11942700296640396,-999.0,9.138859748840332,0.0013731300132349133,-0.015537399798631668,0.017344500869512558,-0.004886290058493614,-1.3971100543130888e-06,1.278140047134002e-07,0.8684750199317932,2.3063199520111084,-999.0,-999.0,-999.0,8.34063976071775e-05,5.014309863327071e-06,35667969,0,1083456,3,0.0017573140088472895
136262977267614507,3202082140014891,165949989140014890,190254166456444,14890,3,0,36438214,0.761339615808185,44297,55760.5001573,3196.340087890625,3583.989990234375,0.2594279944896698,0.2594279944896698,-0.2562530040740967,144.375,297.7267009,23.55335192,0.0664793998003006,0.0664793998003006,-10.180299758911133,24.595600128173828,-0.05120899900794029,45.0,1.0675499439239502,1.586459984537214e-05,1.9343999611010076e-06,1.0650099515914917,1.0418299436569214,10.575300216674805,0.08947470039129257,0.9974880218505859,0.9974880218505859,1.8798400163650513,-2.4278399343209363e-24,0.09009639918804169,-0.007487779948860407,0.05035470053553581,-999.0,-0.3456760048866272,0.08611380308866501,-0.001819920027628541,0.022801199927926064,0.03314970061182976,1.627980026341902e-07,4.558160071610473e-08,0.8684750199317932,2.3062798976898193,-999.0,-999.0,-999.0,8.706030348548666e-05,5.076360139355529e-06,35651585,0,36735040,3,0.0017573140088472895
136262977267614507,3202202140018946,174225136140018945,190254166456444,18945,4,0,40375414,0.69201647554712,44297,55843.2515416,3168.22998046875,3581.090087890625,0.27904200553894043,0.27904200553894043,-0.25628501176834106,144.36700439453125,297.7266801,23.55338011,0.0715143010020256,0.0715143010020256,-7.748449802398682,24.29010009765625,-0.006653999909758568,30.0,1.027519941329956,2.7335800041328184e-05,3.5850800941261696e-06,1.1997499465942383,1.1636099815368652,8.953009605407715,0.25445300340652466,0.9976739883422852,0.995913028717041,1.2352900505065918,-9.302109897516096e-15,0.1490200012922287,0.01026219967752695,0.0956977978348732,-999.0,-0.9166340231895447,0.011219900101423264,-0.08431659638881683,-0.027134699746966362,0.005103650037199259,-1.0165000276174396e-05,4.86370026919758e-07,0.8917940258979797,2.8191399574279785,-999.0,-999.0,-999.0,9.241080260835588e-05,6.975929863983765e-06,35651585,0,1050688,3,0.0017573140088472895
136262977267614507,3202403140021689,171534918140021688,190254166456444,21688,5,0,39144714,0.359450339674438,44297,55816.3493655,3189.4599609375,3601.25,0.297109991312027,0.297109991312027,-0.25631600618362427,144.36700439453125,297.72671557,23.55340616,0.07615400105714798,0.07615400105714798,0.27428698539733887,23.27869987487793,-0.057746000587940216,30.0,1.0727200508117676,4.175889989710413e-05,5.831289854540955e-06,0.8122199773788452,0.72639399766922,-58.81800079345703,0.5294520258903503,0.9985470175743103,0.9985470175743103,1.09961998462677,0.7838640213012695,0.07432050257921219,-0.025034399703145027,0.09039860218763351,0.5614029765129089,0.6527690291404724,0.045778799802064896,-0.016018100082874298,0.02416439913213253,-0.0004768419894389808,4.5134198444429785e-05,1.7344500520266593e-06,0.8185110092163086,1.7942099571228027,3.563149948604405e-05,8.611679731984623e-06,1.4035099744796753,0.00021442600700538605,1.4599700079998001e-05,35651585,0,7374912,3,0.0017573140088472895
136262977267614507,3202518140020561,171536012140020560,190254166456444,20560,5,0,39146814,0.264144670464233,44297,55816.3603044,3190.3701171875,3602.469970703125,0.2911730110645294,0.2911730110645294,-0.25631698966026306,144.36599731445312,297.72671539,23.55334047,0.07463239878416061,0.07463239878416061,2.1617000102996826,23.278600692749023,-0.05576400086283684,30.0,1.1018999814987183,4.5310400309972465e-05,6.200789812282892e-06,0.876757025718689,0.777908980846405,-54.36589813232422,0.3168259859085083,0.998494029045105,0.998494029045105,1.1308499574661255,0.03064109943807125,0.10287299752235413,-0.0007104590185917914,0.11126299947500229,0.6280999779701233,0.5319049954414368,-0.012635099701583385,-0.02961149998009205,0.020170999690890312,0.0048998501151800156,5.2895498811267316e-05,1.8776399883790873e-06,0.7990229725837708,1.794219970703125,4.7445300879189745e-05,1.0023300092143472e-05,1.5702500343322754,0.00023824999516364187,1.5231100405799225e-05,35651585,0,7374912,3,0.0017573140088472895
136262977267614507,3214767550020402,236262494550020401,190254166456444,20401,5,0,62290955,0.273085101761934,44297,56463.625117,3884.7900390625,4338.18017578125,0.33223798871040344,0.33223798871040344,-0.2563549876213074,-32.997501373291016,297.72670287,23.55339748,0.08517110347747803,0.08517110347747803,-6.136929988861084,23.283100128173828,-0.0516199991106987,30.0,1.2525800466537476,5.23845010320656e-05,8.179939868568908e-06,0.8831639885902405,0.7275609970092773,-16.099700927734375,0.48978498578071594,0.9974820017814636,0.9974820017814636,1.1404199600219727,-8.412889829223502e-10,0.05176490172743797,0.010209900327026844,0.002221680013462901,-999.0,0.06138629838824272,-0.05387730151414871,-0.015107300132513046,-0.02282249927520752,0.007750359829515219,2.084769948851317e-05,1.1682600415952038e-06,0.8455110192298889,2.050839900970459,-999.0,-999.0,-999.0,0.0003712860052473843,1.9933300791308284e-05,35651585,0,36735040,3,0.0017573140088472895
136262977267614507,3228056720030458,130646894720030457,190254166456444,30457,3,0,19979072,0.501197799575699,44297,55407.4692105,1926.300048828125,3134.260009765625,0.17532099783420563,0.17532099783420563,-0.2554929852485657,-15.85890007019043,297.72672806,23.55337778,0.04479319974780083,0.04479319974780083,-1.9841899871826172,24.59269905090332,-0.02247699908912182,45.0,1.073390007019043,1.5790499674039893e-05,1.3011499504500534e-06,1.0999499559402466,0.9076319932937622,8.113120079040527,-0.2577280104160309,0.9983199834823608,0.6318740248680115,1.488010048866272,-0.04723459854722023,0.1332170069217682,0.011847300454974174,0.07962469756603241,0.6409670114517212,0.5660619735717773,-0.027604199945926666,-0.028930900618433952,-0.017173700034618378,0.0022657900117337704,9.63299044087762e-06,3.481650026060379e-07,0.8645449876785278,2.2994399070739746,1.1852699572045822e-05,2.0283000594645273e-06,1.6024199724197388,4.5603199396282434e-05,3.2206698961090297e-06,35651585,32,34880,3,0.0017573140088472895
